ID_Tempo;Cod_Tempo;Data;Numero_Dia_Semana;Numero_Mes;Numero_Ano;Nome_Mes;Numero_Trimestre;Nome_Trimestre;Numero_Semestre;Nome_Semestre
279;20131006;05/10/2013;1;10;2013;Outubro;4;Quarto Trimestre;2;Segundo Semestre
280;20131007;06/10/2013;2;10;2013;Outubro;4;Quarto Trimestre;2;Segundo Semestre
281;20131008;07/10/2013;3;10;2013;Outubro;4;Quarto Trimestre;2;Segundo Semestre
282;20131009;08/10/2013;4;10;2013;Outubro;4;Quarto Trimestre;2;Segundo Semestre
283;20131010;09/10/2013;5;10;2013;Outubro;4;Quarto Trimestre;2;Segundo Semestre
284;20131011;10/10/2013;6;10;2013;Outubro;4;Quarto Trimestre;2;Segundo Semestre
285;20131012;11/10/2013;7;10;2013;Outubro;4;Quarto Trimestre;2;Segundo Semestre
286;20131013;12/10/2013;1;10;2013;Outubro;4;Quarto Trimestre;2;Segundo Semestre
287;20131014;13/10/2013;2;10;2013;Outubro;4;Quarto Trimestre;2;Segundo Semestre
288;20131015;14/10/2013;3;10;2013;Outubro;4;Quarto Trimestre;2;Segundo Semestre
289;20131016;15/10/2013;4;10;2013;Outubro;4;Quarto Trimestre;2;Segundo Semestre
290;20131017;16/10/2013;5;10;2013;Outubro;4;Quarto Trimestre;2;Segundo Semestre
291;20131018;17/10/2013;6;10;2013;Outubro;4;Quarto Trimestre;2;Segundo Semestre
292;20131019;18/10/2013;7;10;2013;Outubro;4;Quarto Trimestre;2;Segundo Semestre
293;20131020;19/10/2013;1;10;2013;Outubro;4;Quarto Trimestre;2;Segundo Semestre
294;20131021;20/10/2013;2;10;2013;Outubro;4;Quarto Trimestre;2;Segundo Semestre
295;20131022;21/10/2013;3;10;2013;Outubro;4;Quarto Trimestre;2;Segundo Semestre
296;20131023;22/10/2013;4;10;2013;Outubro;4;Quarto Trimestre;2;Segundo Semestre
297;20131024;23/10/2013;5;10;2013;Outubro;4;Quarto Trimestre;2;Segundo Semestre
298;20131025;24/10/2013;6;10;2013;Outubro;4;Quarto Trimestre;2;Segundo Semestre
299;20131026;25/10/2013;7;10;2013;Outubro;4;Quarto Trimestre;2;Segundo Semestre
300;20131027;26/10/2013;1;10;2013;Outubro;4;Quarto Trimestre;2;Segundo Semestre
301;20131028;27/10/2013;2;10;2013;Outubro;4;Quarto Trimestre;2;Segundo Semestre
302;20131029;28/10/2013;3;10;2013;Outubro;4;Quarto Trimestre;2;Segundo Semestre
303;20131030;29/10/2013;4;10;2013;Outubro;4;Quarto Trimestre;2;Segundo Semestre
304;20131031;30/10/2013;5;10;2013;Outubro;4;Quarto Trimestre;2;Segundo Semestre
305;20131101;31/10/2013;6;11;2013;Novembro;4;Quarto Trimestre;2;Segundo Semestre
306;20131102;01/11/2013;7;11;2013;Novembro;4;Quarto Trimestre;2;Segundo Semestre
307;20131103;02/11/2013;1;11;2013;Novembro;4;Quarto Trimestre;2;Segundo Semestre
308;20131104;03/11/2013;2;11;2013;Novembro;4;Quarto Trimestre;2;Segundo Semestre
309;20131105;04/11/2013;3;11;2013;Novembro;4;Quarto Trimestre;2;Segundo Semestre
310;20131106;05/11/2013;4;11;2013;Novembro;4;Quarto Trimestre;2;Segundo Semestre
311;20131107;06/11/2013;5;11;2013;Novembro;4;Quarto Trimestre;2;Segundo Semestre
312;20131108;07/11/2013;6;11;2013;Novembro;4;Quarto Trimestre;2;Segundo Semestre
313;20131109;08/11/2013;7;11;2013;Novembro;4;Quarto Trimestre;2;Segundo Semestre
314;20131110;09/11/2013;1;11;2013;Novembro;4;Quarto Trimestre;2;Segundo Semestre
315;20131111;10/11/2013;2;11;2013;Novembro;4;Quarto Trimestre;2;Segundo Semestre
316;20131112;11/11/2013;3;11;2013;Novembro;4;Quarto Trimestre;2;Segundo Semestre
317;20131113;12/11/2013;4;11;2013;Novembro;4;Quarto Trimestre;2;Segundo Semestre
318;20131114;13/11/2013;5;11;2013;Novembro;4;Quarto Trimestre;2;Segundo Semestre
319;20131115;14/11/2013;6;11;2013;Novembro;4;Quarto Trimestre;2;Segundo Semestre
320;20131116;15/11/2013;7;11;2013;Novembro;4;Quarto Trimestre;2;Segundo Semestre
321;20131117;16/11/2013;1;11;2013;Novembro;4;Quarto Trimestre;2;Segundo Semestre
322;20131118;17/11/2013;2;11;2013;Novembro;4;Quarto Trimestre;2;Segundo Semestre
323;20131119;18/11/2013;3;11;2013;Novembro;4;Quarto Trimestre;2;Segundo Semestre
324;20131120;19/11/2013;4;11;2013;Novembro;4;Quarto Trimestre;2;Segundo Semestre
325;20131121;20/11/2013;5;11;2013;Novembro;4;Quarto Trimestre;2;Segundo Semestre
326;20131122;21/11/2013;6;11;2013;Novembro;4;Quarto Trimestre;2;Segundo Semestre
327;20131123;22/11/2013;7;11;2013;Novembro;4;Quarto Trimestre;2;Segundo Semestre
328;20131124;23/11/2013;1;11;2013;Novembro;4;Quarto Trimestre;2;Segundo Semestre
329;20131125;24/11/2013;2;11;2013;Novembro;4;Quarto Trimestre;2;Segundo Semestre
330;20131126;25/11/2013;3;11;2013;Novembro;4;Quarto Trimestre;2;Segundo Semestre
331;20131127;26/11/2013;4;11;2013;Novembro;4;Quarto Trimestre;2;Segundo Semestre
332;20131128;27/11/2013;5;11;2013;Novembro;4;Quarto Trimestre;2;Segundo Semestre
333;20131129;28/11/2013;6;11;2013;Novembro;4;Quarto Trimestre;2;Segundo Semestre
334;20131130;29/11/2013;7;11;2013;Novembro;4;Quarto Trimestre;2;Segundo Semestre
335;20131201;30/11/2013;1;12;2013;Dezembro;4;Quarto Trimestre;2;Segundo Semestre
336;20131202;01/12/2013;2;12;2013;Dezembro;4;Quarto Trimestre;2;Segundo Semestre
337;20131203;02/12/2013;3;12;2013;Dezembro;4;Quarto Trimestre;2;Segundo Semestre
338;20131204;03/12/2013;4;12;2013;Dezembro;4;Quarto Trimestre;2;Segundo Semestre
339;20131205;04/12/2013;5;12;2013;Dezembro;4;Quarto Trimestre;2;Segundo Semestre
340;20131206;05/12/2013;6;12;2013;Dezembro;4;Quarto Trimestre;2;Segundo Semestre
341;20131207;06/12/2013;7;12;2013;Dezembro;4;Quarto Trimestre;2;Segundo Semestre
342;20131208;07/12/2013;1;12;2013;Dezembro;4;Quarto Trimestre;2;Segundo Semestre
343;20131209;08/12/2013;2;12;2013;Dezembro;4;Quarto Trimestre;2;Segundo Semestre
344;20131210;09/12/2013;3;12;2013;Dezembro;4;Quarto Trimestre;2;Segundo Semestre
345;20131211;10/12/2013;4;12;2013;Dezembro;4;Quarto Trimestre;2;Segundo Semestre
346;20131212;11/12/2013;5;12;2013;Dezembro;4;Quarto Trimestre;2;Segundo Semestre
347;20131213;12/12/2013;6;12;2013;Dezembro;4;Quarto Trimestre;2;Segundo Semestre
348;20131214;13/12/2013;7;12;2013;Dezembro;4;Quarto Trimestre;2;Segundo Semestre
349;20131215;14/12/2013;1;12;2013;Dezembro;4;Quarto Trimestre;2;Segundo Semestre
350;20131216;15/12/2013;2;12;2013;Dezembro;4;Quarto Trimestre;2;Segundo Semestre
351;20131217;16/12/2013;3;12;2013;Dezembro;4;Quarto Trimestre;2;Segundo Semestre
352;20131218;17/12/2013;4;12;2013;Dezembro;4;Quarto Trimestre;2;Segundo Semestre
353;20131219;18/12/2013;5;12;2013;Dezembro;4;Quarto Trimestre;2;Segundo Semestre
354;20131220;19/12/2013;6;12;2013;Dezembro;4;Quarto Trimestre;2;Segundo Semestre
355;20131221;20/12/2013;7;12;2013;Dezembro;4;Quarto Trimestre;2;Segundo Semestre
356;20131222;21/12/2013;1;12;2013;Dezembro;4;Quarto Trimestre;2;Segundo Semestre
357;20131223;22/12/2013;2;12;2013;Dezembro;4;Quarto Trimestre;2;Segundo Semestre
358;20131224;23/12/2013;3;12;2013;Dezembro;4;Quarto Trimestre;2;Segundo Semestre
359;20131225;24/12/2013;4;12;2013;Dezembro;4;Quarto Trimestre;2;Segundo Semestre
360;20131226;25/12/2013;5;12;2013;Dezembro;4;Quarto Trimestre;2;Segundo Semestre
361;20131227;26/12/2013;6;12;2013;Dezembro;4;Quarto Trimestre;2;Segundo Semestre
362;20131228;27/12/2013;7;12;2013;Dezembro;4;Quarto Trimestre;2;Segundo Semestre
363;20131229;28/12/2013;1;12;2013;Dezembro;4;Quarto Trimestre;2;Segundo Semestre
364;20131230;29/12/2013;2;12;2013;Dezembro;4;Quarto Trimestre;2;Segundo Semestre
365;20131231;30/12/2013;3;12;2013;Dezembro;4;Quarto Trimestre;2;Segundo Semestre
366;20140101;31/12/2013;4;1;2014;Janeiro;1;Primeiro Trimestre;1;Primeiro Semestre
367;20140102;01/01/2014;5;1;2014;Janeiro;1;Primeiro Trimestre;1;Primeiro Semestre
368;20140103;02/01/2014;6;1;2014;Janeiro;1;Primeiro Trimestre;1;Primeiro Semestre
369;20140104;03/01/2014;7;1;2014;Janeiro;1;Primeiro Trimestre;1;Primeiro Semestre
370;20140105;04/01/2014;1;1;2014;Janeiro;1;Primeiro Trimestre;1;Primeiro Semestre
371;20140106;05/01/2014;2;1;2014;Janeiro;1;Primeiro Trimestre;1;Primeiro Semestre
372;20140107;06/01/2014;3;1;2014;Janeiro;1;Primeiro Trimestre;1;Primeiro Semestre
373;20140108;07/01/2014;4;1;2014;Janeiro;1;Primeiro Trimestre;1;Primeiro Semestre
374;20140109;08/01/2014;5;1;2014;Janeiro;1;Primeiro Trimestre;1;Primeiro Semestre
375;20140110;09/01/2014;6;1;2014;Janeiro;1;Primeiro Trimestre;1;Primeiro Semestre
376;20140111;10/01/2014;7;1;2014;Janeiro;1;Primeiro Trimestre;1;Primeiro Semestre
377;20140112;11/01/2014;1;1;2014;Janeiro;1;Primeiro Trimestre;1;Primeiro Semestre
378;20140113;12/01/2014;2;1;2014;Janeiro;1;Primeiro Trimestre;1;Primeiro Semestre
379;20140114;13/01/2014;3;1;2014;Janeiro;1;Primeiro Trimestre;1;Primeiro Semestre
380;20140115;14/01/2014;4;1;2014;Janeiro;1;Primeiro Trimestre;1;Primeiro Semestre
381;20140116;15/01/2014;5;1;2014;Janeiro;1;Primeiro Trimestre;1;Primeiro Semestre
382;20140117;16/01/2014;6;1;2014;Janeiro;1;Primeiro Trimestre;1;Primeiro Semestre
383;20140118;17/01/2014;7;1;2014;Janeiro;1;Primeiro Trimestre;1;Primeiro Semestre
384;20140119;18/01/2014;1;1;2014;Janeiro;1;Primeiro Trimestre;1;Primeiro Semestre
385;20140120;19/01/2014;2;1;2014;Janeiro;1;Primeiro Trimestre;1;Primeiro Semestre
386;20140121;20/01/2014;3;1;2014;Janeiro;1;Primeiro Trimestre;1;Primeiro Semestre
387;20140122;21/01/2014;4;1;2014;Janeiro;1;Primeiro Trimestre;1;Primeiro Semestre
388;20140123;22/01/2014;5;1;2014;Janeiro;1;Primeiro Trimestre;1;Primeiro Semestre
389;20140124;23/01/2014;6;1;2014;Janeiro;1;Primeiro Trimestre;1;Primeiro Semestre
390;20140125;24/01/2014;7;1;2014;Janeiro;1;Primeiro Trimestre;1;Primeiro Semestre
391;20140126;25/01/2014;1;1;2014;Janeiro;1;Primeiro Trimestre;1;Primeiro Semestre
392;20140127;26/01/2014;2;1;2014;Janeiro;1;Primeiro Trimestre;1;Primeiro Semestre
393;20140128;27/01/2014;3;1;2014;Janeiro;1;Primeiro Trimestre;1;Primeiro Semestre
394;20140129;28/01/2014;4;1;2014;Janeiro;1;Primeiro Trimestre;1;Primeiro Semestre
395;20140130;29/01/2014;5;1;2014;Janeiro;1;Primeiro Trimestre;1;Primeiro Semestre
396;20140131;30/01/2014;6;1;2014;Janeiro;1;Primeiro Trimestre;1;Primeiro Semestre
397;20140201;31/01/2014;7;2;2014;Fevereiro;1;Primeiro Trimestre;1;Primeiro Semestre
398;20140202;01/02/2014;1;2;2014;Fevereiro;1;Primeiro Trimestre;1;Primeiro Semestre
399;20140203;02/02/2014;2;2;2014;Fevereiro;1;Primeiro Trimestre;1;Primeiro Semestre
400;20140204;03/02/2014;3;2;2014;Fevereiro;1;Primeiro Trimestre;1;Primeiro Semestre
401;20140205;04/02/2014;4;2;2014;Fevereiro;1;Primeiro Trimestre;1;Primeiro Semestre
402;20140206;05/02/2014;5;2;2014;Fevereiro;1;Primeiro Trimestre;1;Primeiro Semestre
403;20140207;06/02/2014;6;2;2014;Fevereiro;1;Primeiro Trimestre;1;Primeiro Semestre
404;20140208;07/02/2014;7;2;2014;Fevereiro;1;Primeiro Trimestre;1;Primeiro Semestre
405;20140209;08/02/2014;1;2;2014;Fevereiro;1;Primeiro Trimestre;1;Primeiro Semestre
406;20140210;09/02/2014;2;2;2014;Fevereiro;1;Primeiro Trimestre;1;Primeiro Semestre
407;20140211;10/02/2014;3;2;2014;Fevereiro;1;Primeiro Trimestre;1;Primeiro Semestre
408;20140212;11/02/2014;4;2;2014;Fevereiro;1;Primeiro Trimestre;1;Primeiro Semestre
409;20140213;12/02/2014;5;2;2014;Fevereiro;1;Primeiro Trimestre;1;Primeiro Semestre
410;20140214;13/02/2014;6;2;2014;Fevereiro;1;Primeiro Trimestre;1;Primeiro Semestre
411;20140215;14/02/2014;7;2;2014;Fevereiro;1;Primeiro Trimestre;1;Primeiro Semestre
412;20140216;15/02/2014;1;2;2014;Fevereiro;1;Primeiro Trimestre;1;Primeiro Semestre
413;20140217;16/02/2014;2;2;2014;Fevereiro;1;Primeiro Trimestre;1;Primeiro Semestre
414;20140218;17/02/2014;3;2;2014;Fevereiro;1;Primeiro Trimestre;1;Primeiro Semestre
415;20140219;18/02/2014;4;2;2014;Fevereiro;1;Primeiro Trimestre;1;Primeiro Semestre
416;20140220;19/02/2014;5;2;2014;Fevereiro;1;Primeiro Trimestre;1;Primeiro Semestre
417;20140221;20/02/2014;6;2;2014;Fevereiro;1;Primeiro Trimestre;1;Primeiro Semestre
418;20140222;21/02/2014;7;2;2014;Fevereiro;1;Primeiro Trimestre;1;Primeiro Semestre
419;20140223;22/02/2014;1;2;2014;Fevereiro;1;Primeiro Trimestre;1;Primeiro Semestre
420;20140224;23/02/2014;2;2;2014;Fevereiro;1;Primeiro Trimestre;1;Primeiro Semestre
421;20140225;24/02/2014;3;2;2014;Fevereiro;1;Primeiro Trimestre;1;Primeiro Semestre
422;20140226;25/02/2014;4;2;2014;Fevereiro;1;Primeiro Trimestre;1;Primeiro Semestre
423;20140227;26/02/2014;5;2;2014;Fevereiro;1;Primeiro Trimestre;1;Primeiro Semestre
424;20140228;27/02/2014;6;2;2014;Fevereiro;1;Primeiro Trimestre;1;Primeiro Semestre
425;20140301;28/02/2014;7;3;2014;Março;1;Primeiro Trimestre;1;Primeiro Semestre
426;20140302;01/03/2014;1;3;2014;Março;1;Primeiro Trimestre;1;Primeiro Semestre
427;20140303;02/03/2014;2;3;2014;Março;1;Primeiro Trimestre;1;Primeiro Semestre
428;20140304;03/03/2014;3;3;2014;Março;1;Primeiro Trimestre;1;Primeiro Semestre
429;20140305;04/03/2014;4;3;2014;Março;1;Primeiro Trimestre;1;Primeiro Semestre
430;20140306;05/03/2014;5;3;2014;Março;1;Primeiro Trimestre;1;Primeiro Semestre
431;20140307;06/03/2014;6;3;2014;Março;1;Primeiro Trimestre;1;Primeiro Semestre
432;20140308;07/03/2014;7;3;2014;Março;1;Primeiro Trimestre;1;Primeiro Semestre
433;20140309;08/03/2014;1;3;2014;Março;1;Primeiro Trimestre;1;Primeiro Semestre
434;20140310;09/03/2014;2;3;2014;Março;1;Primeiro Trimestre;1;Primeiro Semestre
435;20140311;10/03/2014;3;3;2014;Março;1;Primeiro Trimestre;1;Primeiro Semestre
436;20140312;11/03/2014;4;3;2014;Março;1;Primeiro Trimestre;1;Primeiro Semestre
437;20140313;12/03/2014;5;3;2014;Março;1;Primeiro Trimestre;1;Primeiro Semestre
438;20140314;13/03/2014;6;3;2014;Março;1;Primeiro Trimestre;1;Primeiro Semestre
439;20140315;14/03/2014;7;3;2014;Março;1;Primeiro Trimestre;1;Primeiro Semestre
440;20140316;15/03/2014;1;3;2014;Março;1;Primeiro Trimestre;1;Primeiro Semestre
441;20140317;16/03/2014;2;3;2014;Março;1;Primeiro Trimestre;1;Primeiro Semestre
442;20140318;17/03/2014;3;3;2014;Março;1;Primeiro Trimestre;1;Primeiro Semestre
443;20140319;18/03/2014;4;3;2014;Março;1;Primeiro Trimestre;1;Primeiro Semestre
444;20140320;19/03/2014;5;3;2014;Março;1;Primeiro Trimestre;1;Primeiro Semestre
445;20140321;20/03/2014;6;3;2014;Março;1;Primeiro Trimestre;1;Primeiro Semestre
446;20140322;21/03/2014;7;3;2014;Março;1;Primeiro Trimestre;1;Primeiro Semestre
447;20140323;22/03/2014;1;3;2014;Março;1;Primeiro Trimestre;1;Primeiro Semestre
448;20140324;23/03/2014;2;3;2014;Março;1;Primeiro Trimestre;1;Primeiro Semestre
449;20140325;24/03/2014;3;3;2014;Março;1;Primeiro Trimestre;1;Primeiro Semestre
450;20140326;25/03/2014;4;3;2014;Março;1;Primeiro Trimestre;1;Primeiro Semestre
451;20140327;26/03/2014;5;3;2014;Março;1;Primeiro Trimestre;1;Primeiro Semestre
452;20140328;27/03/2014;6;3;2014;Março;1;Primeiro Trimestre;1;Primeiro Semestre
453;20140329;28/03/2014;7;3;2014;Março;1;Primeiro Trimestre;1;Primeiro Semestre
454;20140330;29/03/2014;1;3;2014;Março;1;Primeiro Trimestre;1;Primeiro Semestre
455;20140331;30/03/2014;2;3;2014;Março;1;Primeiro Trimestre;1;Primeiro Semestre
456;20140401;31/03/2014;3;4;2014;Abril;2;Segundo Trimestre;1;Primeiro Semestre
457;20140402;01/04/2014;4;4;2014;Abril;2;Segundo Trimestre;1;Primeiro Semestre
458;20140403;02/04/2014;5;4;2014;Abril;2;Segundo Trimestre;1;Primeiro Semestre
459;20140404;03/04/2014;6;4;2014;Abril;2;Segundo Trimestre;1;Primeiro Semestre
460;20140405;04/04/2014;7;4;2014;Abril;2;Segundo Trimestre;1;Primeiro Semestre
461;20140406;05/04/2014;1;4;2014;Abril;2;Segundo Trimestre;1;Primeiro Semestre
462;20140407;06/04/2014;2;4;2014;Abril;2;Segundo Trimestre;1;Primeiro Semestre
463;20140408;07/04/2014;3;4;2014;Abril;2;Segundo Trimestre;1;Primeiro Semestre
464;20140409;08/04/2014;4;4;2014;Abril;2;Segundo Trimestre;1;Primeiro Semestre
465;20140410;09/04/2014;5;4;2014;Abril;2;Segundo Trimestre;1;Primeiro Semestre
466;20140411;10/04/2014;6;4;2014;Abril;2;Segundo Trimestre;1;Primeiro Semestre
467;20140412;11/04/2014;7;4;2014;Abril;2;Segundo Trimestre;1;Primeiro Semestre
468;20140413;12/04/2014;1;4;2014;Abril;2;Segundo Trimestre;1;Primeiro Semestre
469;20140414;13/04/2014;2;4;2014;Abril;2;Segundo Trimestre;1;Primeiro Semestre
470;20140415;14/04/2014;3;4;2014;Abril;2;Segundo Trimestre;1;Primeiro Semestre
471;20140416;15/04/2014;4;4;2014;Abril;2;Segundo Trimestre;1;Primeiro Semestre
472;20140417;16/04/2014;5;4;2014;Abril;2;Segundo Trimestre;1;Primeiro Semestre
473;20140418;17/04/2014;6;4;2014;Abril;2;Segundo Trimestre;1;Primeiro Semestre
474;20140419;18/04/2014;7;4;2014;Abril;2;Segundo Trimestre;1;Primeiro Semestre
475;20140420;19/04/2014;1;4;2014;Abril;2;Segundo Trimestre;1;Primeiro Semestre
476;20140421;20/04/2014;2;4;2014;Abril;2;Segundo Trimestre;1;Primeiro Semestre
477;20140422;21/04/2014;3;4;2014;Abril;2;Segundo Trimestre;1;Primeiro Semestre
478;20140423;22/04/2014;4;4;2014;Abril;2;Segundo Trimestre;1;Primeiro Semestre
479;20140424;23/04/2014;5;4;2014;Abril;2;Segundo Trimestre;1;Primeiro Semestre
480;20140425;24/04/2014;6;4;2014;Abril;2;Segundo Trimestre;1;Primeiro Semestre
481;20140426;25/04/2014;7;4;2014;Abril;2;Segundo Trimestre;1;Primeiro Semestre
482;20140427;26/04/2014;1;4;2014;Abril;2;Segundo Trimestre;1;Primeiro Semestre
483;20140428;27/04/2014;2;4;2014;Abril;2;Segundo Trimestre;1;Primeiro Semestre
484;20140429;28/04/2014;3;4;2014;Abril;2;Segundo Trimestre;1;Primeiro Semestre
485;20140430;29/04/2014;4;4;2014;Abril;2;Segundo Trimestre;1;Primeiro Semestre
486;20140501;30/04/2014;5;5;2014;Maio;2;Segundo Trimestre;1;Primeiro Semestre
487;20140502;01/05/2014;6;5;2014;Maio;2;Segundo Trimestre;1;Primeiro Semestre
488;20140503;02/05/2014;7;5;2014;Maio;2;Segundo Trimestre;1;Primeiro Semestre
489;20140504;03/05/2014;1;5;2014;Maio;2;Segundo Trimestre;1;Primeiro Semestre
490;20140505;04/05/2014;2;5;2014;Maio;2;Segundo Trimestre;1;Primeiro Semestre
491;20140506;05/05/2014;3;5;2014;Maio;2;Segundo Trimestre;1;Primeiro Semestre
492;20140507;06/05/2014;4;5;2014;Maio;2;Segundo Trimestre;1;Primeiro Semestre
493;20140508;07/05/2014;5;5;2014;Maio;2;Segundo Trimestre;1;Primeiro Semestre
494;20140509;08/05/2014;6;5;2014;Maio;2;Segundo Trimestre;1;Primeiro Semestre
495;20140510;09/05/2014;7;5;2014;Maio;2;Segundo Trimestre;1;Primeiro Semestre
496;20140511;10/05/2014;1;5;2014;Maio;2;Segundo Trimestre;1;Primeiro Semestre
497;20140512;11/05/2014;2;5;2014;Maio;2;Segundo Trimestre;1;Primeiro Semestre
498;20140513;12/05/2014;3;5;2014;Maio;2;Segundo Trimestre;1;Primeiro Semestre
499;20140514;13/05/2014;4;5;2014;Maio;2;Segundo Trimestre;1;Primeiro Semestre
500;20140515;14/05/2014;5;5;2014;Maio;2;Segundo Trimestre;1;Primeiro Semestre
501;20140516;15/05/2014;6;5;2014;Maio;2;Segundo Trimestre;1;Primeiro Semestre
502;20140517;16/05/2014;7;5;2014;Maio;2;Segundo Trimestre;1;Primeiro Semestre
503;20140518;17/05/2014;1;5;2014;Maio;2;Segundo Trimestre;1;Primeiro Semestre
504;20140519;18/05/2014;2;5;2014;Maio;2;Segundo Trimestre;1;Primeiro Semestre
505;20140520;19/05/2014;3;5;2014;Maio;2;Segundo Trimestre;1;Primeiro Semestre
506;20140521;20/05/2014;4;5;2014;Maio;2;Segundo Trimestre;1;Primeiro Semestre
507;20140522;21/05/2014;5;5;2014;Maio;2;Segundo Trimestre;1;Primeiro Semestre
508;20140523;22/05/2014;6;5;2014;Maio;2;Segundo Trimestre;1;Primeiro Semestre
509;20140524;23/05/2014;7;5;2014;Maio;2;Segundo Trimestre;1;Primeiro Semestre
510;20140525;24/05/2014;1;5;2014;Maio;2;Segundo Trimestre;1;Primeiro Semestre
511;20140526;25/05/2014;2;5;2014;Maio;2;Segundo Trimestre;1;Primeiro Semestre
512;20140527;26/05/2014;3;5;2014;Maio;2;Segundo Trimestre;1;Primeiro Semestre
513;20140528;27/05/2014;4;5;2014;Maio;2;Segundo Trimestre;1;Primeiro Semestre
514;20140529;28/05/2014;5;5;2014;Maio;2;Segundo Trimestre;1;Primeiro Semestre
515;20140530;29/05/2014;6;5;2014;Maio;2;Segundo Trimestre;1;Primeiro Semestre
516;20140531;30/05/2014;7;5;2014;Maio;2;Segundo Trimestre;1;Primeiro Semestre
517;20140601;31/05/2014;1;6;2014;Junho;2;Segundo Trimestre;1;Primeiro Semestre
518;20140602;01/06/2014;2;6;2014;Junho;2;Segundo Trimestre;1;Primeiro Semestre
519;20140603;02/06/2014;3;6;2014;Junho;2;Segundo Trimestre;1;Primeiro Semestre
520;20140604;03/06/2014;4;6;2014;Junho;2;Segundo Trimestre;1;Primeiro Semestre
521;20140605;04/06/2014;5;6;2014;Junho;2;Segundo Trimestre;1;Primeiro Semestre
522;20140606;05/06/2014;6;6;2014;Junho;2;Segundo Trimestre;1;Primeiro Semestre
523;20140607;06/06/2014;7;6;2014;Junho;2;Segundo Trimestre;1;Primeiro Semestre
524;20140608;07/06/2014;1;6;2014;Junho;2;Segundo Trimestre;1;Primeiro Semestre
525;20140609;08/06/2014;2;6;2014;Junho;2;Segundo Trimestre;1;Primeiro Semestre
526;20140610;09/06/2014;3;6;2014;Junho;2;Segundo Trimestre;1;Primeiro Semestre
527;20140611;10/06/2014;4;6;2014;Junho;2;Segundo Trimestre;1;Primeiro Semestre
528;20140612;11/06/2014;5;6;2014;Junho;2;Segundo Trimestre;1;Primeiro Semestre
529;20140613;12/06/2014;6;6;2014;Junho;2;Segundo Trimestre;1;Primeiro Semestre
530;20140614;13/06/2014;7;6;2014;Junho;2;Segundo Trimestre;1;Primeiro Semestre
531;20140615;14/06/2014;1;6;2014;Junho;2;Segundo Trimestre;1;Primeiro Semestre
532;20140616;15/06/2014;2;6;2014;Junho;2;Segundo Trimestre;1;Primeiro Semestre
533;20140617;16/06/2014;3;6;2014;Junho;2;Segundo Trimestre;1;Primeiro Semestre
534;20140618;17/06/2014;4;6;2014;Junho;2;Segundo Trimestre;1;Primeiro Semestre
535;20140619;18/06/2014;5;6;2014;Junho;2;Segundo Trimestre;1;Primeiro Semestre
536;20140620;19/06/2014;6;6;2014;Junho;2;Segundo Trimestre;1;Primeiro Semestre
537;20140621;20/06/2014;7;6;2014;Junho;2;Segundo Trimestre;1;Primeiro Semestre
538;20140622;21/06/2014;1;6;2014;Junho;2;Segundo Trimestre;1;Primeiro Semestre
539;20140623;22/06/2014;2;6;2014;Junho;2;Segundo Trimestre;1;Primeiro Semestre
540;20140624;23/06/2014;3;6;2014;Junho;2;Segundo Trimestre;1;Primeiro Semestre
541;20140625;24/06/2014;4;6;2014;Junho;2;Segundo Trimestre;1;Primeiro Semestre
542;20140626;25/06/2014;5;6;2014;Junho;2;Segundo Trimestre;1;Primeiro Semestre
543;20140627;26/06/2014;6;6;2014;Junho;2;Segundo Trimestre;1;Primeiro Semestre
544;20140628;27/06/2014;7;6;2014;Junho;2;Segundo Trimestre;1;Primeiro Semestre
545;20140629;28/06/2014;1;6;2014;Junho;2;Segundo Trimestre;1;Primeiro Semestre
546;20140630;29/06/2014;2;6;2014;Junho;2;Segundo Trimestre;1;Primeiro Semestre
547;20140701;30/06/2014;3;7;2014;Julho;3;Terceiro Trimestre;2;Segundo Semestre
548;20140702;01/07/2014;4;7;2014;Julho;3;Terceiro Trimestre;2;Segundo Semestre
549;20140703;02/07/2014;5;7;2014;Julho;3;Terceiro Trimestre;2;Segundo Semestre
550;20140704;03/07/2014;6;7;2014;Julho;3;Terceiro Trimestre;2;Segundo Semestre
551;20140705;04/07/2014;7;7;2014;Julho;3;Terceiro Trimestre;2;Segundo Semestre
552;20140706;05/07/2014;1;7;2014;Julho;3;Terceiro Trimestre;2;Segundo Semestre
553;20140707;06/07/2014;2;7;2014;Julho;3;Terceiro Trimestre;2;Segundo Semestre
554;20140708;07/07/2014;3;7;2014;Julho;3;Terceiro Trimestre;2;Segundo Semestre
555;20140709;08/07/2014;4;7;2014;Julho;3;Terceiro Trimestre;2;Segundo Semestre
556;20140710;09/07/2014;5;7;2014;Julho;3;Terceiro Trimestre;2;Segundo Semestre
557;20140711;10/07/2014;6;7;2014;Julho;3;Terceiro Trimestre;2;Segundo Semestre
558;20140712;11/07/2014;7;7;2014;Julho;3;Terceiro Trimestre;2;Segundo Semestre
559;20140713;12/07/2014;1;7;2014;Julho;3;Terceiro Trimestre;2;Segundo Semestre
560;20140714;13/07/2014;2;7;2014;Julho;3;Terceiro Trimestre;2;Segundo Semestre
561;20140715;14/07/2014;3;7;2014;Julho;3;Terceiro Trimestre;2;Segundo Semestre
562;20140716;15/07/2014;4;7;2014;Julho;3;Terceiro Trimestre;2;Segundo Semestre
